name,season,wikipedia url,wikidata q id,imdb id,character name
Romeo Santos,Season 44 (2013-2014),https://community.fandom.com/wiki/Wikipedia:Romeo_Santos,Q2570042,,
Cobie Smulders,Season 44 (2013-2014),https://community.fandom.com/wiki/Wikipedia:Cobie_Smulders,Q200566,1130627,
Charlize Theron,Season 44 (2013-2014),,,,
Usher,Season 44 (2013-2014),https://community.fandom.com/wiki/Wikipedia:Usher_(entertainer),Q165911,0713378,Usher / Elmo Slide Dancer
Rutina Wesley,Season 44 (2013-2014),https://community.fandom.com/wiki/Wikipedia:Rutina_Wesley,Q40117,2179180,
Jesse Williams,Season 44 (2013-2014),https://community.fandom.com/wiki/Wikipedia:Jesse_Williams_(actor),Q40046,0930898,
Forest Whitaker,Season 44 (2013-2014),https://community.fandom.com/wiki/Wikipedia:Forest_Whitaker,Q182763,0001845,
Aziz Ansari,Season 45 (2014-2015),,,,
Emily Blunt,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Emily_Blunt,Q193517,1289434,
Zach Braff,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Zach_Braff,Q139330,0103785,
Michael Bublé,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Michael_Bubl%C3%A9,Q153694,0117826,
Andy Cohen,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Andy_Cohen,Q2014922,1565702,
O'Shea Jackson,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Ice_Cube,Q173637,0001084,
Terry Crews,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Terry_Crews,Q271464,0187719,
Claire Danes,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Claire_Danes,Q867813,0000132,
Viola Davis,Season 45 (2014-2015),,,,
Kat Dennings,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Kat_Dennings,Q231751,0993507,
Taye Diggs,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Taye_Diggs,Q534006,0004875,Taye Diggs
Tina Fey,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Tina_Fey,Q14540,0275486,Bookaneer Captain
Josh Gad,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Josh_Gad,Q1190319,1265802,Vincent Van Stop
Zach Galifianakis,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Zach_Galifianakis,Q139325,0302108,
Pau Gasol Sáez,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Pau_Gasol,Q193052,,
Bill Hader,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Bill_Hader,Q14537,0352778,
Christina Hendricks,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Christina_Hendricks,Q210462,0376716,
Jonah Hill,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Jonah_Hill,Q313388,1706767,
Mindy Kaling,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Mindy_Kaling,Q539917,1411676,
Taran Killam,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Taran_Killam,Q2706805,0453115,Professor Buck Awe
Jane Krakowski,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Jane_Krakowski,Q230268,0005105,
Zachary Levi,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Zachary_Levi,Q139638,1157048,
Nia Long,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Nia_Long,Q272956,0000505,
Macklemore,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Macklemore,Q484874,5362567,
Jack McBrayer,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Jack_McBrayer,Q560896,1442113,
Sir Ian McKellen,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Ian_McKellen,Q170510,0005212,
Wendi McLendon-Covey,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Wendi_McLendon-Covey,Q165296,1018488,
Seth Meyers,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Seth_Meyers,Q14536,1024878,
Janelle Monáe,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Janelle_Mon%C3%A1e,Q234356,1847117,
Lupita Nyong'o,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Lupita_Nyong%27o,Q3840847,2143282,
Michelle Obama,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Michelle_Obama,Q13133,2349292,
Zachary Quinto,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Zachary_Quinto,Q139642,0704270,
Craig Robinson,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Craig_Robinson_(actor),Q926912,0732497,
Jasmine Romero,Season 45 (2014-2015),,,,
Emmy Rossum,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Emmy_Rossum,Q35912,0002536,
Adam Scott,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Adam_Scott_(actor),Q201842,0004395,
Ed Sheeran,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Ed_Sheeran,Q47447,3247828,
Brittany Snow,Season 45 (2014-2015),https://community.fandom.com/wiki/Wikipedia:Brittany_Snow,Q229975,0811242,
